Transaction_ID,Date,Vendor_ID,Vendor_Country,Commodity,Volume_MT,Market_Spot_Price,Unit_Price_USD,Total_Value_USD,Payment_Method,Is_Fraud_Ground_Truth,Fraud_Type
TRX_006464,20-02-2023,VND_0289,Canada,Aluminum_Ingot,2202.29,2343.75,2332.81,5137533.92,Wire,0,None
TRX_014705,20-02-2023,VND_0252,Canada,Gold_Bullion,506.47,1840.4,1814,918736.33,Letter_of_Credit,0,None
TRX_002354,20-02-2023,VND_0045,Sanctioned_Proxy_Alpha,Copper_Cathode,694.64,4.11,4.15,2879.51,Wire,0,None
TRX_006579,20-02-2023,VND_0052,United Arab Emirates,Gold_Bullion,357.17,1840.4,1843.12,658315.78,Wire,0,None
TRX_006560,20-02-2023,VND_0047,Singapore,Gold_Bullion,246.51,1840.4,1873.68,461889.07,Open_Account,0,None
TRX_005583,20-02-2023,VND_0091,Sanctioned_Proxy_Beta,Silver_Ingot,2174.77,21.69,22.04,47921.14,Letter_of_Credit,0,None
TRX_005487,20-02-2023,VND_0270,Switzerland,Aluminum_Ingot,579.64,2343.75,2301.48,1334026.95,Wire,0,None
TRX_004056,20-02-2023,VND_0185,Switzerland,Aluminum_Ingot,3365.42,2343.75,2347.67,7900885.13,Wire,0,None
TRX_001235,20-02-2023,VND_0035,Canada,Gold_Bullion,1005.32,1840.4,1822.64,1832337.1,Wire,0,None
TRX_005273,20-02-2023,VND_0172,Switzerland,Copper_Cathode,412.35,4.11,4.2,1730.01,Letter_of_Credit,0,None
TRX_008699,20-02-2023,VND_0143,Canada,Silver_Ingot,2609.41,21.69,21.84,56998,Wire,0,None
TRX_001592,21-02-2023,VND_0203,Canada,Gold_Bullion,652.77,1833,1821.02,1188710.28,Letter_of_Credit,0,None
TRX_001694,21-02-2023,VND_0100,Japan,Aluminum_Ingot,874.81,2411.5,2452.49,2145464.87,Wire,0,None
TRX_007954,21-02-2023,VND_0111,Sanctioned_Proxy_Alpha,Aluminum_Ingot,327.71,2411.5,2377.35,779086.36,Open_Account,0,None
TRX_000346,21-02-2023,VND_0215,Sanctioned_Proxy_Beta,Copper_Cathode,1648.77,4.23,4.3,7086.2,Open_Account,0,None
TRX_014934,21-02-2023,VND_0126,Australia,Aluminum_Ingot,454.78,2411.5,2421.84,1101409.9,Letter_of_Credit,0,None
TRX_009454,21-02-2023,VND_0267,Australia,Gold_Bullion,305.06,1833,1834.08,559501.18,Wire,0,None
TRX_014046,21-02-2023,VND_0022,Singapore,Copper_Cathode,263.88,4.23,4.31,1137.43,Wire,0,None
TRX_005527,21-02-2023,VND_0008,Canada,Gold_Bullion,1557.65,1833,1818.67,2832855.21,Letter_of_Credit,0,None
TRX_014354,21-02-2023,VND_0180,Sanctioned_Proxy_Alpha,Aluminum_Ingot,390.94,2411.5,2425.85,948369.03,Wire,0,None
TRX_006390,21-02-2023,VND_0098,Australia,Gold_Bullion,490.75,1833,1824.34,895294.27,Wire,0,None
TRX_000226,21-02-2023,VND_0115,Canada,Silver_Ingot,474.78,21.87,22.16,10521.13,Letter_of_Credit,0,None
TRX_011357,21-02-2023,VND_0141,Germany,Silver_Ingot,1513.84,21.87,22.09,33436.39,Letter_of_Credit,0,None
TRX_012560,21-02-2023,VND_0006,Canada,Gold_Bullion,4735.07,1833,1805.93,8551190.07,Letter_of_Credit,0,None
TRX_004599,21-02-2023,VND_0152,Sanctioned_Proxy_Alpha,Copper_Cathode,1213.38,4.23,4.15,5035.94,Open_Account,0,None
TRX_013991,21-02-2023,VND_0116,Germany,Gold_Bullion,460.66,1833,1804.53,831270,Letter_of_Credit,0,None
TRX_001639,21-02-2023,VND_0122,Singapore,Silver_Ingot,3421.65,21.87,21.72,74322.51,Letter_of_Credit,0,None
TRX_011421,21-02-2023,VND_0196,Japan,Silver_Ingot,643.89,21.87,22.06,14201.53,Letter_of_Credit,0,None
TRX_006655,21-02-2023,VND_0113,Canada,Gold_Bullion,206.62,1833,1800.45,372009.75,Open_Account,0,None
TRX_010522,21-02-2023,VND_0083,United States,Silver_Ingot,2735.56,21.87,21.55,58938.59,Letter_of_Credit,0,None
TRX_011131,21-02-2023,VND_0056,United States,Gold_Bullion,1059.91,1833,1804.25,1912336.3,Letter_of_Credit,0,None
TRX_005278,21-02-2023,VND_0062,Singapore,Aluminum_Ingot,118.39,2411.5,2424.38,287014.46,Letter_of_Credit,0,None
TRX_002344,21-02-2023,VND_0246,Switzerland,Gold_Bullion,684.4,1833,1849.19,1265584.34,Letter_of_Credit,0,None
TRX_006584,21-02-2023,VND_0204,United States,Copper_Cathode,7017.03,4.23,4.24,29763.96,Open_Account,0,None
TRX_015023,21-02-2023,VND_0024,Switzerland,Copper_Cathode,2315.23,4.23,4.23,9803.84,Wire,1,Structuring
TRX_007893,21-02-2023,VND_0258,Japan,Aluminum_Ingot,613.91,2411.5,2389.22,1466778.41,Wire,0,None
TRX_013152,21-02-2023,VND_0238,Switzerland,Gold_Bullion,53.82,1833,1816.98,97787.71,Wire,0,None
TRX_005502,21-02-2023,VND_0024,Switzerland,Aluminum_Ingot,118.5,2411.5,2384.48,282557.32,Open_Account,0,None
TRX_010214,21-02-2023,VND_0154,Sanctioned_Proxy_Beta,Aluminum_Ingot,353.53,2411.5,2397.44,847578.08,Letter_of_Credit,0,None
TRX_006746,21-02-2023,VND_0139,Australia,Gold_Bullion,642.59,1833,1822.35,1171014.47,Letter_of_Credit,0,None
TRX_008231,21-02-2023,VND_0194,Sanctioned_Proxy_Beta,Aluminum_Ingot,630.65,2411.5,2449.63,1544849.63,Wire,0,None
TRX_009822,21-02-2023,VND_0063,Australia,Gold_Bullion,1263.57,1833,1866.07,2357912.4,Open_Account,0,None
TRX_010060,21-02-2023,VND_0059,Canada,Gold_Bullion,3704.24,1833,1846.14,6838542.46,Open_Account,0,None
TRX_008219,21-02-2023,VND_0068,United Arab Emirates,Aluminum_Ingot,887.71,2411.5,2398.24,2128930.79,Wire,0,None
TRX_012795,21-02-2023,VND_0050,Australia,Gold_Bullion,450.66,1833,1852.5,834845.47,Open_Account,0,None
TRX_011752,21-02-2023,VND_0220,Japan,Gold_Bullion,755.1,1833,1831.65,1383083.55,Wire,0,None
TRX_013086,21-02-2023,VND_0147,Japan,Silver_Ingot,1232.83,21.87,21.78,26845.61,Open_Account,0,None
TRX_001624,21-02-2023,VND_0201,United States,Gold_Bullion,532.64,1833,1857.11,989161.72,Open_Account,0,None
TRX_009253,21-02-2023,VND_0208,Japan,Copper_Cathode,935.77,4.23,4.2,3932.52,Wire,0,None
TRX_000639,21-02-2023,VND_0170,Germany,Gold_Bullion,1321.02,1833,1833.56,2422168.21,Wire,0,None
TRX_001866,21-02-2023,VND_0217,Japan,Copper_Cathode,782.14,4.23,4.3,3365.59,Wire,0,None
TRX_000011,21-02-2023,VND_0117,Germany,Gold_Bullion,1593.17,1833,1801.71,2870430.67,Open_Account,0,None
TRX_001847,21-02-2023,VND_0112,Switzerland,Aluminum_Ingot,471.64,2411.5,2427.17,1144740.29,Wire,0,None
TRX_002244,21-02-2023,VND_0044,Switzerland,Aluminum_Ingot,242.19,2411.5,2383.96,577366.01,Wire,0,None
TRX_014942,21-02-2023,VND_0209,Australia,Gold_Bullion,668.08,1833,1827.83,1221134.9,Open_Account,0,None
TRX_007840,21-02-2023,VND_0257,Switzerland,Gold_Bullion,1140.39,1833,1858.46,2119371.9,Open_Account,0,None
TRX_003889,21-02-2023,VND_0253,Japan,Silver_Ingot,219.96,21.87,22.13,4866.72,Letter_of_Credit,0,None
TRX_005015,21-02-2023,VND_0170,Germany,Gold_Bullion,782.19,1833,1849.45,1446611.51,Open_Account,0,None
TRX_009498,21-02-2023,VND_0061,Canada,Gold_Bullion,3415.79,1833,1803.11,6159027.75,Wire,0,None
TRX_009823,21-02-2023,VND_0258,Japan,Aluminum_Ingot,87.66,2411.5,2407.9,211082.4,Letter_of_Credit,0,None
TRX_002108,21-02-2023,VND_0238,Switzerland,Copper_Cathode,521.75,4.23,4.2,2190.36,Wire,0,None
TRX_001394,21-02-2023,VND_0114,United States,Aluminum_Ingot,1134.62,2411.5,2376.78,2696735,Open_Account,0,None
TRX_014155,21-02-2023,VND_0261,Germany,Gold_Bullion,1605.17,1833,1853.57,2975285.08,Letter_of_Credit,0,None
TRX_014694,21-02-2023,VND_0212,Sanctioned_Proxy_Alpha,Silver_Ingot,636.18,21.87,22.21,14131.82,Letter_of_Credit,0,None
TRX_013022,21-02-2023,VND_0062,Singapore,Silver_Ingot,214.7,21.87,21.6,4637.57,Open_Account,0,None
TRX_009211,21-02-2023,VND_0050,Australia,Gold_Bullion,49.9,1833,1829.28,91282.68,Letter_of_Credit,0,None
TRX_003659,21-02-2023,VND_0039,United Arab Emirates,Gold_Bullion,1805.36,1833,1856.79,3352160.14,Open_Account,0,None
TRX_006344,21-02-2023,VND_0023,Japan,Aluminum_Ingot,1134.02,2411.5,2426.54,2751738.02,Letter_of_Credit,0,None
TRX_007944,21-02-2023,VND_0158,Canada,Gold_Bullion,666.44,1833,1818,1211585.62,Open_Account,0,None
TRX_013267,21-02-2023,VND_0193,United States,Aluminum_Ingot,1346.42,2411.5,2410.14,3245060.16,Wire,0,None
TRX_002441,22-02-2023,VND_0037,Singapore,Silver_Ingot,7454.02,21.66,21.47,160054.29,Letter_of_Credit,0,None
TRX_009034,22-02-2023,VND_0228,United States,Copper_Cathode,71.41,4.2,4.18,298.8,Letter_of_Credit,0,None
TRX_005370,22-02-2023,VND_0147,Japan,Aluminum_Ingot,469.22,2361.5,2369.4,1111762.17,Open_Account,0,None
TRX_001455,22-02-2023,VND_0262,Singapore,Silver_Ingot,332.9,21.66,22,7324.74,Letter_of_Credit,0,None
TRX_005035,22-02-2023,VND_0095,Singapore,Aluminum_Ingot,300.2,2361.5,2365.72,710185.09,Open_Account,0,None
TRX_001819,22-02-2023,VND_0161,Japan,Aluminum_Ingot,288.21,2361.5,2350.5,677446.65,Open_Account,0,None
TRX_002876,22-02-2023,VND_0224,United Arab Emirates,Silver_Ingot,2067.27,21.66,21.41,44253.6,Letter_of_Credit,0,None
TRX_013493,22-02-2023,VND_0015,Japan,Aluminum_Ingot,304.75,2361.5,2360.64,719394.68,Letter_of_Credit,0,None
TRX_013075,22-02-2023,VND_0124,Switzerland,Copper_Cathode,1581.69,4.2,4.18,6604.16,Letter_of_Credit,0,None
TRX_011557,22-02-2023,VND_0219,Singapore,Silver_Ingot,258.88,21.66,21.25,5501.64,Wire,0,None
TRX_005398,22-02-2023,VND_0107,Singapore,Aluminum_Ingot,359,2361.5,2367.26,849838.48,Wire,0,None
TRX_008779,22-02-2023,VND_0006,Canada,Gold_Bullion,215.46,1832,1824.55,393124.19,Open_Account,0,None
TRX_001382,22-02-2023,VND_0228,United States,Gold_Bullion,761.46,1832,1802.92,1372855.29,Letter_of_Credit,0,None
TRX_002388,22-02-2023,VND_0072,Sanctioned_Proxy_Beta,Copper_Cathode,455.85,4.2,4.13,1884.7,Letter_of_Credit,0,None
TRX_009821,22-02-2023,VND_0082,United Arab Emirates,Silver_Ingot,534.26,21.66,22,11752.86,Open_Account,0,None
TRX_009224,22-02-2023,VND_0146,Sanctioned_Proxy_Beta,Aluminum_Ingot,2160.76,2361.5,2337.55,5050894.09,Letter_of_Credit,0,None
TRX_005036,22-02-2023,VND_0244,Japan,Aluminum_Ingot,60.19,2361.5,2362.59,142192.59,Open_Account,0,None
TRX_000663,22-02-2023,VND_0066,Germany,Copper_Cathode,215.69,4.2,4.24,914.12,Wire,0,None
TRX_014203,22-02-2023,VND_0278,United States,Silver_Ingot,715.11,21.66,21.55,15412.29,Wire,0,None
TRX_009605,22-02-2023,VND_0249,United States,Silver_Ingot,454.07,21.66,21.36,9698.2,Wire,0,None
TRX_004456,22-02-2023,VND_0135,Singapore,Aluminum_Ingot,407.49,2361.5,2381.58,970457.34,Letter_of_Credit,0,None
TRX_012201,22-02-2023,VND_0284,Sanctioned_Proxy_Alpha,Gold_Bullion,1565.47,1832,1840.97,2881979.79,Wire,0,None
TRX_008544,22-02-2023,VND_0141,Germany,Copper_Cathode,386.66,4.2,4.13,1598.3,Letter_of_Credit,0,None
TRX_001756,22-02-2023,VND_0062,Singapore,Gold_Bullion,159.92,1832,1795.9,287207.44,Letter_of_Credit,0,None
TRX_013003,22-02-2023,VND_0100,Japan,Aluminum_Ingot,71.28,2361.5,2344.03,167081.16,Open_Account,0,None
TRX_004901,22-02-2023,VND_0079,Australia,Aluminum_Ingot,767.51,2361.5,2380.5,1827047.26,Wire,0,None
TRX_013262,22-02-2023,VND_0172,Switzerland,Gold_Bullion,3896.88,1832,1859.62,7246731.15,Letter_of_Credit,0,None
TRX_013286,22-02-2023,VND_0072,Sanctioned_Proxy_Beta,Gold_Bullion,452.79,1832,1846.99,836302.16,Letter_of_Credit,0,None
TRX_011759,22-02-2023,VND_0242,Australia,Gold_Bullion,5413.85,1832,1861.11,10075801.47,Open_Account,0,None
TRX_003087,22-02-2023,VND_0246,Switzerland,Copper_Cathode,223.73,4.2,4.12,922.74,Wire,0,None
TRX_003909,22-02-2023,VND_0214,Sanctioned_Proxy_Beta,Gold_Bullion,7322.13,1832,1855.71,13587780.13,Letter_of_Credit,0,None
TRX_010002,22-02-2023,VND_0241,Germany,Gold_Bullion,2040.95,1832,1813.22,3700679.75,Wire,0,None
TRX_010499,22-02-2023,VND_0119,Sanctioned_Proxy_Beta,Copper_Cathode,222.32,4.2,4.26,946.68,Letter_of_Credit,0,None
TRX_001526,22-02-2023,VND_0133,Canada,Gold_Bullion,992.63,1832,1854.27,1840602.61,Open_Account,0,None
TRX_011625,22-02-2023,VND_0107,Singapore,Copper_Cathode,860.32,4.2,4.14,3558.56,Letter_of_Credit,0,None
TRX_013628,22-02-2023,VND_0016,Sanctioned_Proxy_Alpha,Aluminum_Ingot,123.22,2361.5,2355.45,290238.3,Open_Account,0,None
TRX_014680,22-02-2023,VND_0070,Australia,Gold_Bullion,197.31,1832,1808.07,356740.75,Open_Account,0,None
TRX_011698,22-02-2023,VND_0199,United States,Aluminum_Ingot,1127.57,2361.5,2367.64,2669676.62,Wire,0,None
TRX_007472,22-02-2023,VND_0208,Japan,Gold_Bullion,749.96,1832,1833.67,1375175.18,Open_Account,0,None
TRX_014711,22-02-2023,VND_0257,Switzerland,Copper_Cathode,141.94,4.2,4.12,585.14,Letter_of_Credit,0,None
TRX_014631,22-02-2023,VND_0041,Sanctioned_Proxy_Beta,Copper_Cathode,253.93,4.2,4.12,1046.51,Letter_of_Credit,0,None
TRX_010959,23-02-2023,VND_0032,Germany,Gold_Bullion,626.96,1818,1787.68,1120795.35,Letter_of_Credit,0,None
TRX_012976,23-02-2023,VND_0133,Canada,Gold_Bullion,88.39,1818,1850.38,163554.99,Wire,0,None
TRX_003482,23-02-2023,VND_0201,United States,Copper_Cathode,1081.52,4.07,4.06,4386.76,Letter_of_Credit,0,None
TRX_006276,23-02-2023,VND_0214,Sanctioned_Proxy_Beta,Gold_Bullion,500.18,1818,1827.42,914038.43,Wire,0,None
TRX_006895,23-02-2023,VND_0176,Sanctioned_Proxy_Alpha,Aluminum_Ingot,557.62,2339.75,2373.93,1323747.8,Letter_of_Credit,0,None
TRX_013447,23-02-2023,VND_0241,Germany,Gold_Bullion,252.41,1818,1848.54,466588.08,Wire,0,None
TRX_008245,23-02-2023,VND_0051,Sanctioned_Proxy_Beta,Gold_Bullion,2123.32,1818,1827.51,3880401.53,Open_Account,0,None
TRX_005133,23-02-2023,VND_0142,Sanctioned_Proxy_Alpha,Gold_Bullion,4728.12,1818,1787.3,8450551.67,Open_Account,0,None
TRX_012565,23-02-2023,VND_0017,Sanctioned_Proxy_Beta,Gold_Bullion,259.08,1818,1805.6,467803.47,Open_Account,0,None
TRX_008510,23-02-2023,VND_0116,Germany,Silver_Ingot,2629.15,21.3,21.14,55571.67,Wire,0,None
TRX_009566,23-02-2023,VND_0150,Germany,Gold_Bullion,1794.07,1818,1819.07,3263543.08,Wire,0,None
TRX_005461,23-02-2023,VND_0015,Japan,Gold_Bullion,630.66,1818,1806.4,1139215.12,Wire,0,None
TRX_001850,23-02-2023,VND_0137,Switzerland,Aluminum_Ingot,641.28,2339.75,2340.83,1501122.02,Wire,0,None
TRX_013828,23-02-2023,VND_0011,United States,Aluminum_Ingot,934.46,2339.75,2330.91,2178145.68,Letter_of_Credit,0,None
TRX_009423,23-02-2023,VND_0161,Japan,Copper_Cathode,166.95,4.07,4.12,687.82,Wire,0,None
TRX_011638,23-02-2023,VND_0116,Germany,Gold_Bullion,147.42,1818,1842.4,271606.98,Open_Account,0,None
TRX_003905,23-02-2023,VND_0266,Switzerland,Silver_Ingot,433.62,21.3,21.47,9311.84,Wire,0,None
TRX_005274,23-02-2023,VND_0198,Japan,Copper_Cathode,649.64,4.07,4.01,2602.55,Open_Account,0,None
TRX_007092,23-02-2023,VND_0289,Canada,Gold_Bullion,168.55,1818,1805.02,304239.99,Letter_of_Credit,0,None
TRX_002544,23-02-2023,VND_0231,Singapore,Silver_Ingot,2043.79,21.3,21.02,42950.59,Wire,0,None
TRX_000515,23-02-2023,VND_0135,Singapore,Gold_Bullion,224.55,1818,1823.67,409496.25,Letter_of_Credit,0,None
TRX_009129,23-02-2023,VND_0201,United States,Aluminum_Ingot,170.97,2339.75,2305.08,394107.29,Open_Account,0,None
TRX_006207,23-02-2023,VND_0198,Japan,Aluminum_Ingot,894,2339.75,2296.53,2053094.59,Open_Account,0,None
TRX_001630,23-02-2023,VND_0196,Japan,Aluminum_Ingot,69.46,2339.75,2299.9,159756.06,Letter_of_Credit,0,None
TRX_005749,23-02-2023,VND_0045,Sanctioned_Proxy_Alpha,Gold_Bullion,688.24,1818,1784.23,1227986.42,Letter_of_Credit,0,None
TRX_004790,23-02-2023,VND_0203,Canada,Gold_Bullion,304.77,1818,1838.56,560343.38,Wire,0,None
TRX_004352,23-02-2023,VND_0167,Switzerland,Silver_Ingot,425.81,21.3,21.45,9132.83,Wire,0,None
TRX_006905,23-02-2023,VND_0140,Sanctioned_Proxy_Alpha,Copper_Cathode,371.09,4.07,4.15,1541.51,Letter_of_Credit,0,None
TRX_004399,23-02-2023,VND_0283,Switzerland,Gold_Bullion,569.6,1818,1818.32,1035716.25,Wire,0,None
TRX_005199,23-02-2023,VND_0298,Japan,Silver_Ingot,428.38,21.3,29.81156388,12770.67773,Wire,1,Over_Invoicing
TRX_000293,23-02-2023,VND_0140,Sanctioned_Proxy_Alpha,Copper_Cathode,651.46,4.07,4.13,2691.37,Open_Account,0,None
TRX_011040,23-02-2023,VND_0119,Sanctioned_Proxy_Beta,Silver_Ingot,317.22,21.3,21.4,6789.75,Letter_of_Credit,0,None
TRX_014712,23-02-2023,VND_0075,Japan,Silver_Ingot,3659.64,21.3,21.65,79249.05,Open_Account,0,None
TRX_000021,23-02-2023,VND_0281,United States,Silver_Ingot,1239.85,21.3,21.67,26871.14,Wire,0,None
TRX_011438,23-02-2023,VND_0098,Australia,Gold_Bullion,317.28,1818,1845.97,585693.32,Open_Account,0,None
TRX_013240,24-02-2023,VND_0215,Sanctioned_Proxy_Beta,Gold_Bullion,359.22,1808.8,1815.37,652109.41,Letter_of_Credit,0,None
TRX_008316,24-02-2023,VND_0138,United States,Aluminum_Ingot,275.23,2294.5,2270.75,624985.52,Wire,0,None
TRX_001170,24-02-2023,VND_0173,Sanctioned_Proxy_Alpha,Silver_Ingot,1770.76,20.81,20.47,36240.43,Wire,0,None
TRX_004447,24-02-2023,VND_0037,Singapore,Copper_Cathode,443.88,3.95,3.93,1745.46,Letter_of_Credit,0,None
TRX_002482,24-02-2023,VND_0248,Canada,Gold_Bullion,2308.66,1808.8,1781.73,4113396,Open_Account,0,None
TRX_014308,24-02-2023,VND_0053,Sanctioned_Proxy_Beta,Silver_Ingot,1407.3,20.81,21.07,29653.8,Letter_of_Credit,0,None
TRX_007316,24-02-2023,VND_0000,Canada,Gold_Bullion,279.67,1808.8,1790.2,500673.18,Open_Account,0,None
TRX_000108,24-02-2023,VND_0023,Japan,Aluminum_Ingot,518.51,2294.5,2320.05,1202968.89,Wire,0,None
TRX_002913,24-02-2023,VND_0178,Singapore,Gold_Bullion,2117.31,1808.8,1796.2,3803122.77,Letter_of_Credit,0,None
TRX_000570,24-02-2023,VND_0084,Japan,Copper_Cathode,747.8,3.95,6.679173179,4994.685703,Letter_of_Credit,1,Over_Invoicing
TRX_011199,24-02-2023,VND_0087,Singapore,Copper_Cathode,1155.14,3.95,3.97,4582.29,Wire,0,None
TRX_013629,24-02-2023,VND_0215,Sanctioned_Proxy_Beta,Copper_Cathode,187.69,3.95,3.93,738.34,Open_Account,0,None
TRX_002312,24-02-2023,VND_0033,Japan,Copper_Cathode,1234.99,3.95,3.89,4810.11,Wire,0,None
TRX_005476,24-02-2023,VND_0004,Japan,Copper_Cathode,631.93,3.95,3.99,2523.78,Wire,0,None
TRX_009907,24-02-2023,VND_0016,Sanctioned_Proxy_Alpha,Gold_Bullion,2138.62,1808.8,1805.86,3862053.82,Letter_of_Credit,0,None
TRX_014077,24-02-2023,VND_0222,Canada,Gold_Bullion,125.19,1808.8,1795.83,224818.78,Open_Account,0,None
TRX_008206,24-02-2023,VND_0015,Japan,Gold_Bullion,432.43,1808.8,1776.6,768256.57,Letter_of_Credit,0,None
TRX_005137,24-02-2023,VND_0213,Germany,Copper_Cathode,203.27,3.95,3.89,789.97,Wire,0,None
TRX_005098,24-02-2023,VND_0291,Canada,Gold_Bullion,89.69,1808.8,1820.58,163287.53,Open_Account,0,None
TRX_011516,24-02-2023,VND_0148,Germany,Copper_Cathode,767.72,3.95,3.99,3065.3,Open_Account,0,None
TRX_007517,24-02-2023,VND_0031,Australia,Gold_Bullion,287.2,1808.8,1826.37,524530.86,Letter_of_Credit,0,None
TRX_005961,24-02-2023,VND_0204,United States,Aluminum_Ingot,254.31,2294.5,2333.46,593413.85,Open_Account,0,None
TRX_009006,24-02-2023,VND_0242,Australia,Gold_Bullion,722.22,1808.8,1825.95,1318731.37,Wire,0,None
TRX_003143,24-02-2023,VND_0221,Canada,Gold_Bullion,1213.41,1808.8,1780.89,2160948.23,Wire,0,None
TRX_003765,24-02-2023,VND_0064,Switzerland,Silver_Ingot,94.51,20.81,21.09,1992.93,Wire,0,None
TRX_010904,24-02-2023,VND_0028,Germany,Silver_Ingot,1016.21,20.81,20.69,21021.78,Wire,0,None
TRX_001508,24-02-2023,VND_0102,Sanctioned_Proxy_Alpha,Silver_Ingot,190.51,20.81,20.53,3910.57,Open_Account,0,None
TRX_004660,24-02-2023,VND_0126,Australia,Gold_Bullion,540.15,1808.8,1801.23,972929.05,Open_Account,0,None
TRX_004630,24-02-2023,VND_0264,Singapore,Copper_Cathode,1180.56,3.95,3.94,4656.97,Letter_of_Credit,0,None
TRX_006342,24-02-2023,VND_0093,Japan,Copper_Cathode,5020.3,3.95,3.95,19827.42,Letter_of_Credit,0,None
TRX_010782,24-02-2023,VND_0132,United Arab Emirates,Aluminum_Ingot,469.07,2294.5,2299.39,1078581.91,Open_Account,0,None
TRX_009203,24-02-2023,VND_0005,Germany,Copper_Cathode,825.15,3.95,3.9,3216.07,Open_Account,0,None
TRX_008240,24-02-2023,VND_0109,Japan,Gold_Bullion,1209.17,1808.8,1791.75,2166516,Letter_of_Credit,0,None
TRX_011630,24-02-2023,VND_0089,Canada,Gold_Bullion,690.86,1808.8,1803.22,1245775.41,Letter_of_Credit,0,None
TRX_004936,24-02-2023,VND_0206,Canada,Silver_Ingot,894.65,20.81,20.5,18339.01,Open_Account,0,None
TRX_006646,24-02-2023,VND_0153,United States,Aluminum_Ingot,104.91,2294.5,2255.44,236623.96,Wire,0,None
TRX_009184,24-02-2023,VND_0229,Canada,Silver_Ingot,12578,20.81,20.67,260048.1,Letter_of_Credit,0,None
TRX_005025,24-02-2023,VND_0068,United Arab Emirates,Gold_Bullion,874.58,1808.8,1811.87,1584614.58,Wire,0,None
TRX_007537,24-02-2023,VND_0211,Japan,Gold_Bullion,2812.53,1808.8,1836.61,5165522.88,Open_Account,0,None
TRX_000023,24-02-2023,VND_0005,Germany,Copper_Cathode,245.06,3.95,3.99,978.63,Open_Account,0,None
TRX_003115,24-02-2023,VND_0120,Canada,Gold_Bullion,298.12,1808.8,1818.25,542061.54,Letter_of_Credit,0,None
TRX_005650,24-02-2023,VND_0081,Japan,Gold_Bullion,6547.07,1808.8,1806.19,11825271.16,Wire,0,None
TRX_007619,24-02-2023,VND_0093,Japan,Copper_Cathode,4599,3.95,3.91,17989.57,Open_Account,0,None
TRX_010231,24-02-2023,VND_0119,Sanctioned_Proxy_Beta,Aluminum_Ingot,339.25,2294.5,2317.85,786336.61,Open_Account,0,None
TRX_010757,24-02-2023,VND_0115,Canada,Aluminum_Ingot,829.44,2294.5,2340.14,1941011.03,Wire,0,None
TRX_014448,24-02-2023,VND_0043,United States,Silver_Ingot,309.09,20.81,20.77,6419.97,Open_Account,0,None
TRX_009300,24-02-2023,VND_0109,Japan,Silver_Ingot,789.97,20.81,20.46,16165.98,Wire,0,None
TRX_011317,24-02-2023,VND_0104,Sanctioned_Proxy_Beta,Gold_Bullion,221.88,1808.8,1812.34,402125.26,Letter_of_Credit,0,None
TRX_007395,24-02-2023,VND_0052,United Arab Emirates,Copper_Cathode,277.04,3.95,3.89,1076.73,Letter_of_Credit,0,None
TRX_011474,24-02-2023,VND_0076,Germany,Gold_Bullion,973.51,1808.8,1837.72,1789038.98,Wire,0,None
TRX_007327,24-02-2023,VND_0056,United States,Silver_Ingot,2732.72,20.81,20.9,57113,Wire,0,None
TRX_011079,24-02-2023,VND_0286,Germany,Gold_Bullion,1740.24,1808.8,1827.43,3180167.32,Wire,0,None
TRX_013857,24-02-2023,VND_0201,United States,Silver_Ingot,111.23,20.81,20.5,2280.45,Wire,0,None
TRX_009218,24-02-2023,VND_0046,Canada,Gold_Bullion,4095.91,1808.8,1783.34,7304403.41,Letter_of_Credit,0,None
TRX_008278,24-02-2023,VND_0144,Australia,Gold_Bullion,189.47,1808.8,1797.32,340535.27,Open_Account,0,None
TRX_010600,24-02-2023,VND_0141,Germany,Copper_Cathode,653.26,3.95,3.91,2555.01,Open_Account,0,None
TRX_000518,25-02-2023,VND_0143,Canada,Gold_Bullion,472.35,1808.8,1797.96,849267.49,Wire,0,None
TRX_009220,25-02-2023,VND_0103,Australia,Gold_Bullion,1421.75,1808.8,1843.11,2620443.7,Wire,0,None
TRX_013704,25-02-2023,VND_0112,Switzerland,Copper_Cathode,329.57,3.95,3.94,1297,Open_Account,0,None
TRX_010466,25-02-2023,VND_0295,Singapore,Silver_Ingot,866.02,20.81,20.57,17813.29,Open_Account,0,None
TRX_009752,25-02-2023,VND_0115,Canada,Copper_Cathode,658.21,3.95,4.03,2653.32,Wire,0,None
TRX_002123,25-02-2023,VND_0038,Canada,Aluminum_Ingot,732.53,2294.5,2264.74,1658984.08,Open_Account,0,None
TRX_007152,25-02-2023,VND_0058,Australia,Aluminum_Ingot,245.23,2294.5,2258.83,553939.48,Letter_of_Credit,0,None
TRX_011376,25-02-2023,VND_0252,Canada,Gold_Bullion,1575.19,1808.8,1830.96,2884107,Letter_of_Credit,0,None
TRX_001949,25-02-2023,VND_0048,Canada,Gold_Bullion,720.34,1808.8,1827.41,1316357.63,Letter_of_Credit,0,None
TRX_013745,25-02-2023,VND_0273,Australia,Gold_Bullion,101.04,1808.8,1793.15,181180.36,Letter_of_Credit,0,None
TRX_008528,25-02-2023,VND_0173,Sanctioned_Proxy_Alpha,Aluminum_Ingot,946.06,2294.5,2282.42,2159306.22,Letter_of_Credit,0,None
TRX_010688,25-02-2023,VND_0121,Singapore,Gold_Bullion,426.26,1808.8,1772.68,755615.72,Wire,0,None
